Index;Date[UTC];Time[UTC];DvLIR-SN;MeterNumber;1.8.0[kWh];1.8.1[kWh];1.8.2[kWh];2.8.0[kWh];2.8.1[kWh];2.8.2[kWh];CurrentPower[W];Status
242;26.02.2024;03:30:00;000001;11121956;3543,4438;3543,4438;0,0000;49,8574;49,8574;0,0000;170;
243;26.02.2024;03:15:00;000001;11121956;3543,4000;3543,4000;0,0000;49,8574;49,8574;0,0000;167;
244;26.02.2024;03:00:00;000001;11121956;3543,3654;3543,3654;0,0000;49,8574;49,8574;0,0000;145;
245;26.02.2024;02:45:00;000001;11121956;3543,3314;3543,3314;0,0000;49,8574;49,8574;0,0000;133;
246;26.02.2024;02:30:00;000001;11121956;3543,2967;3543,2967;0,0000;49,8574;49,8574;0,0000;181;
247;26.02.2024;02:15:00;000001;11121956;3543,2558;3543,2558;0,0000;49,8574;49,8574;0,0000;154;
248;26.02.2024;02:00:00;000001;11121956;3543,2218;3543,2218;0,0000;49,8574;49,8574;0,0000;140;
249;26.02.2024;01:45:00;000001;11121956;3543,1871;3543,1871;0,0000;49,8574;49,8574;0,0000;134;
250;26.02.2024;01:30:00;000001;11121956;3543,1535;3543,1535;0,0000;49,8574;49,8574;0,0000;134;
251;26.02.2024;01:15:00;000001;11121956;3543,1161;3543,1161;0,0000;49,8574;49,8574;0,0000;173;
252;26.02.2024;01:00:00;000001;11121956;3543,0661;3543,0661;0,0000;49,8574;49,8574;0,0000;145;
253;26.02.2024;00:45:00;000001;11121956;3543,0270;3543,0270;0,0000;49,8574;49,8574;0,0000;135;
254;26.02.2024;00:30:00;000001;11121956;3542,9926;3542,9926;0,0000;49,8574;49,8574;0,0000;135;
255;26.02.2024;00:15:00;000001;11121956;3542,9590;3542,9590;0,0000;49,8574;49,8574;0,0000;134;
256;26.02.2024;00:00:00;000001;11121956;3542,9244;3542,9244;0,0000;49,8574;49,8574;0,0000;136;
